Trip_ID,Date,Pickup_Time,Pickup_Location_ID,Pickup_Location,Drop_Location_ID,Drop_Location,Driver_ID,Vehicle_ID,Trip_Status,Fare,Distance_KM,Duration_Minutes,Payment_Type,Cancellation_Reason
T001267,2026-06-25,07:53:00,L002,Bandra,L004,Kurla,D0247,V0249,Completed,210.49,8.34,54,Debit Card,
T001268,2026-01-12,10:14:00,L006,Dadar,L011,Airoli,D0299,V0253,Completed,107.27,4.47,28,Cash,
T001269,2026-02-03,18:38:00,L010,Nerul,L001,Andheri,D0225,V0255,Completed,117.31,3.81,26,Credit Card,
T001270,2026-06-12,16:26:00,L008,Ghatkopar,L001,Andheri,D0143,V0224,Completed,135.08,6.7,38,Credit Card,
T001271,2026-05-02,13:58:00,L004,Kurla,L003,Powai,D0062,V0013,Completed,85.15,2.59,28,Wallet,
T001272,2026-04-06,16:30:00,L002,Bandra,L011,Airoli,D0095,V0299,Completed,85.41,2.6,21,Credit Card,
T001273,2026-02-04,18:25:00,L001,Andheri,L006,Dadar,D0031,V0262,Completed,196.22,10.35,55,Wallet,
T001274,2026-01-03,10:51:00,L003,Powai,L006,Dadar,D0125,V0246,Completed,88.62,2.44,22,Cash,
T001275,2026-01-26,08:35:00,L011,Airoli,L009,Vashi,D0037,V0075,Completed,73.99,1.27,15,UPI,
T001276,2026-05-03,15:04:00,L010,Nerul,L003,Powai,D0127,V0212,Completed,120.77,3.8,25,Debit Card,
T001277,2026-01-16,19:02:00,L006,Dadar,L007,Borivali,D0015,V0099,Completed,120.97,4.55,40,Cash,
T001278,2026-02-02,15:50:00,L009,Vashi,L007,Borivali,D0081,V0124,Completed,189.16,9.0,45,UPI,
T001279,2026-04-17,05:05:00,L012,Ghansoli,L003,Powai,D0021,V0190,Completed,125.11,4.07,33,Credit Card,
T001280,2026-03-19,19:38:00,L006,Dadar,L005,Thane,D0241,V0262,Completed,330.47,15.97,106,Wallet,
T001281,2026-06-03,18:36:00,L003,Powai,L008,Ghatkopar,D0173,V0047,Completed,162.15,6.95,58,UPI,
T001282,2026-03-06,17:59:00,L005,Thane,L010,Nerul,D0263,V0117,Completed,105.87,3.38,29,Credit Card,
T001283,2026-03-20,08:21:00,L009,Vashi,L011,Airoli,D0211,V0143,Completed,168.18,8.75,57,Wallet,
T001284,2026-02-05,19:44:00,L005,Thane,L004,Kurla,D0186,V0278,Completed,312.97,15.79,77,Cash,
T001285,2026-01-31,18:56:00,L005,Thane,L011,Airoli,D0127,V0106,Completed,186.8,10.16,65,Debit Card,
T001286,2026-04-06,09:30:00,L012,Ghansoli,L005,Thane,D0291,V0236,Completed,70.88,1.66,21,UPI,
T001287,2026-04-07,19:25:00,L001,Andheri,L002,Bandra,D0097,V0131,Cancelled,0.0,4.86,37,Credit Card,Wrong pickup location
T001288,2026-05-26,13:17:00,L001,Andheri,L007,Borivali,D0251,V0056,Completed,152.32,7.8,42,UPI,
T001289,2026-04-03,19:03:00,L001,Andheri,L002,Bandra,D0143,V0056,Completed,241.93,9.89,49,Debit Card,
T001290,2026-02-22,04:42:00,L010,Nerul,L001,Andheri,D0006,V0058,Completed,131.36,5.7,40,Cash,
T001291,2026-03-01,08:38:00,L010,Nerul,L005,Thane,D0283,V0182,Completed,135.37,5.12,33,Cash,
T001292,2026-02-13,19:52:00,L007,Borivali,L004,Kurla,D0278,V0009,Cancelled,0.0,19.43,87,Credit Card,Driver cancelled
T001293,2026-02-01,06:54:00,L007,Borivali,L004,Kurla,D0124,V0236,Completed,196.06,10.26,71,UPI,
T001294,2026-03-03,18:27:00,L010,Nerul,L007,Borivali,D0229,V0110,Completed,205.05,8.76,64,Debit Card,
T001295,2026-02-08,18:24:00,L010,Nerul,L007,Borivali,D0012,V0278,Completed,117.07,4.21,32,Wallet,
T001296,2026-03-29,11:31:00,L009,Vashi,L010,Nerul,D0199,V0227,Completed,93.03,2.56,18,Debit Card,
T001297,2026-02-13,19:13:00,L004,Kurla,L006,Dadar,D0181,V0208,Completed,183.37,8.87,58,Debit Card,
T001298,2026-01-07,18:36:00,L004,Kurla,L011,Airoli,D0034,V0232,Completed,212.52,11.01,53,Debit Card,
T001299,2026-01-06,15:46:00,L008,Ghatkopar,L007,Borivali,D0046,V0224,Completed,175.6,6.51,37,Credit Card,
T001300,2026-05-03,07:14:00,L010,Nerul,L011,Airoli,D0265,V0272,Completed,203.34,10.28,73,Cash,
T001301,2026-01-24,18:10:00,L002,Bandra,L010,Nerul,D0284,V0026,Completed,213.44,10.46,62,Credit Card,
T001302,2026-02-06,20:17:00,L003,Powai,L004,Kurla,D0210,V0160,Completed,244.96,11.49,49,Wallet,
T001303,2026-06-17,19:55:00,L012,Ghansoli,L003,Powai,D0148,V0281,Completed,72.64,1.63,15,Cash,
T001304,2026-06-04,18:04:00,L002,Bandra,L005,Thane,D0092,V0274,Completed,138.39,4.97,34,Cash,
T001305,2026-05-17,21:15:00,L001,Andheri,L006,Dadar,D0088,V0140,Completed,226.83,9.23,46,Debit Card,
T001306,2026-02-04,08:30:00,L003,Powai,L004,Kurla,D0189,V0294,Completed,140.73,6.77,45,UPI,
T001307,2026-03-05,07:38:00,L001,Andheri,L002,Bandra,D0194,V0070,Completed,232.56,10.48,63,Debit Card,
T001308,2026-05-21,16:25:00,L009,Vashi,L008,Ghatkopar,D0267,V0182,Completed,207.79,8.76,57,Wallet,
T001309,2026-04-15,08:54:00,L008,Ghatkopar,L003,Powai,D0019,V0106,Completed,62.92,1.0,15,Debit Card,
T001310,2026-04-08,12:23:00,L001,Andheri,L006,Dadar,D0250,V0102,Completed,289.62,13.31,70,Debit Card,
T001311,2026-06-01,19:47:00,L003,Powai,L011,Airoli,D0155,V0203,Completed,136.53,4.5,24,Credit Card,
T001312,2026-05-05,13:45:00,L008,Ghatkopar,L006,Dadar,D0105,V0238,Completed,113.05,3.22,29,UPI,
T001313,2026-03-17,12:22:00,L008,Ghatkopar,L007,Borivali,D0222,V0040,Completed,263.86,13.03,72,UPI,
T001314,2026-05-03,06:21:00,L004,Kurla,L005,Thane,D0260,V0085,Completed,190.86,9.95,51,UPI,
T001315,2026-05-11,08:33:00,L006,Dadar,L001,Andheri,D0230,V0207,Completed,291.2,14.21,86,Credit Card,
T001316,2026-04-05,05:33:00,L010,Nerul,L002,Bandra,D0225,V0250,Completed,193.32,7.86,55,Wallet,
T001317,2026-05-10,05:09:00,L007,Borivali,L006,Dadar,D0226,V0137,Completed,112.71,4.92,36,Debit Card,
T001318,2026-03-12,13:02:00,L001,Andheri,L005,Thane,D0007,V0069,Completed,183.19,7.24,49,Cash,
T001319,2026-04-20,16:16:00,L004,Kurla,L001,Andheri,D0034,V0084,Completed,100.13,2.74,24,Cash,
T001320,2026-04-30,21:10:00,L011,Airoli,L008,Ghatkopar,D0059,V0041,Completed,83.19,1.96,22,Credit Card,
T001321,2026-05-01,22:16:00,L010,Nerul,L009,Vashi,D0281,V0170,Completed,118.67,3.96,25,Wallet,
T001322,2026-05-14,18:51:00,L010,Nerul,L004,Kurla,D0116,V0012,Completed,294.16,16.95,86,Debit Card,
T001323,2026-01-14,22:19:00,L005,Thane,L002,Bandra,D0076,V0285,Completed,117.42,4.29,33,Cash,
T001324,2026-01-26,18:32:00,L006,Dadar,L007,Borivali,D0205,V0215,Completed,67.29,1.3,14,Debit Card,
T001325,2026-06-19,05:20:00,L001,Andheri,L007,Borivali,D0208,V0222,Completed,135.38,5.82,34,Credit Card,
T001326,2026-01-31,10:31:00,L008,Ghatkopar,L007,Borivali,D0110,V0208,Completed,121.76,4.25,26,Cash,
T001327,2026-03-28,07:20:00,L010,Nerul,L007,Borivali,D0043,V0052,Completed,227.81,13.47,84,Debit Card,
T001328,2026-05-07,20:59:00,L012,Ghansoli,L011,Airoli,D0078,V0027,Completed,282.17,16.2,72,Credit Card,
T001329,2026-06-23,18:52:00,L012,Ghansoli,L006,Dadar,D0293,V0045,Completed,110.8,4.75,39,Wallet,
T001330,2026-01-22,23:39:00,L001,Andheri,L004,Kurla,D0088,V0201,Completed,181.63,7.86,48,Wallet,
T001331,2026-05-15,06:39:00,L005,Thane,L003,Powai,D0034,V0237,Completed,201.5,8.32,51,Wallet,
T001332,2026-01-25,15:14:00,L012,Ghansoli,L005,Thane,D0017,V0202,Completed,166.44,6.3,47,Credit Card,
T001333,2026-05-11,10:41:00,L012,Ghansoli,L007,Borivali,D0215,V0121,Completed,130.22,5.49,48,Cash,
T001334,2026-04-29,07:09:00,L001,Andheri,L002,Bandra,D0031,V0061,Completed,90.11,3.04,27,UPI,
T001335,2026-03-14,19:44:00,L006,Dadar,L010,Nerul,D0123,V0247,Completed,68.73,1.08,19,Wallet,
T001336,2026-05-31,10:45:00,L004,Kurla,L008,Ghatkopar,D0018,V0187,Completed,87.42,3.02,18,Credit Card,
T001337,2026-04-10,08:31:00,L008,Ghatkopar,L011,Airoli,D0204,V0166,Completed,156.02,6.14,48,Wallet,
T001338,2026-06-29,08:55:00,L003,Powai,L005,Thane,D0213,V0048,Completed,71.71,1.76,18,Cash,
T001339,2026-03-03,15:31:00,L005,Thane,L004,Kurla,D0093,V0214,Completed,184.1,7.58,37,Wallet,
T001340,2026-04-06,11:06:00,L008,Ghatkopar,L009,Vashi,D0104,V0109,Completed,147.47,6.87,51,Debit Card,
T001341,2026-05-16,23:39:00,L010,Nerul,L004,Kurla,D0223,V0021,Completed,110.87,4.25,37,Debit Card,
T001342,2026-01-12,10:01:00,L007,Borivali,L010,Nerul,D0033,V0243,Completed,152.74,5.32,37,Wallet,
T001343,2026-05-27,09:20:00,L010,Nerul,L004,Kurla,D0231,V0136,Completed,88.55,2.08,16,Wallet,
T001344,2026-03-07,13:00:00,L009,Vashi,L004,Kurla,D0021,V0114,Cancelled,0.0,11.36,66,UPI,Driver unavailable
T001345,2026-03-12,16:57:00,L009,Vashi,L007,Borivali,D0009,V0257,Completed,255.55,11.23,79,Wallet,
T001346,2026-06-19,05:37:00,L004,Kurla,L009,Vashi,D0283,V0148,Completed,90.23,2.44,26,Credit Card,
T001347,2026-02-15,16:12:00,L001,Andheri,L011,Airoli,D0220,V0041,Completed,80.41,2.5,23,Cash,
T001348,2026-03-08,08:18:00,L011,Airoli,L005,Thane,D0213,V0083,Cancelled,0.0,3.05,20,Credit Card,Long waiting time
T001349,2026-05-19,18:40:00,L002,Bandra,L003,Powai,D0063,V0002,Cancelled,0.0,9.54,44,UPI,Driver cancelled
T001350,2026-03-28,07:49:00,L009,Vashi,L008,Ghatkopar,D0262,V0063,Completed,173.26,8.3,50,UPI,
T001351,2026-04-01,08:51:00,L004,Kurla,L009,Vashi,D0129,V0010,Cancelled,0.0,12.93,75,Cash,Customer cancelled
T001352,2026-03-29,07:52:00,L012,Ghansoli,L009,Vashi,D0100,V0246,Cancelled,0.0,13.87,90,Debit Card,Driver cancelled
T001353,2026-01-27,19:49:00,L007,Borivali,L004,Kurla,D0086,V0098,Completed,78.95,1.61,22,UPI,
T001354,2026-02-28,19:59:00,L008,Ghatkopar,L009,Vashi,D0235,V0199,Completed,164.43,9.31,48,Cash,
T001355,2026-01-01,16:01:00,L011,Airoli,L006,Dadar,D0174,V0213,Completed,305.47,13.52,58,UPI,
T001356,2026-02-04,20:38:00,L009,Vashi,L002,Bandra,D0070,V0243,Completed,115.57,5.06,43,UPI,
T001357,2026-06-13,10:19:00,L009,Vashi,L007,Borivali,D0151,V0020,Completed,161.19,6.42,33,Cash,
T001358,2026-06-28,09:24:00,L003,Powai,L005,Thane,D0175,V0211,Cancelled,0.0,5.73,47,Credit Card,Long waiting time
T001359,2026-04-15,02:18:00,L006,Dadar,L003,Powai,D0048,V0071,Cancelled,0.0,5.92,37,UPI,Long waiting time
T001360,2026-03-27,11:07:00,L003,Powai,L010,Nerul,D0109,V0299,Completed,214.19,11.33,57,Wallet,
T001361,2026-05-19,21:05:00,L012,Ghansoli,L009,Vashi,D0296,V0280,Completed,293.01,18.98,107,Debit Card,
T001362,2026-01-11,10:56:00,L007,Borivali,L002,Bandra,D0171,V0138,Completed,356.03,15.62,67,Wallet,
T001363,2026-01-02,07:30:00,L001,Andheri,L008,Ghatkopar,D0185,V0208,Completed,136.07,4.41,33,Cash,
T001364,2026-01-21,11:11:00,L011,Airoli,L010,Nerul,D0054,V0009,Completed,155.24,7.88,52,Wallet,
T001365,2026-03-03,23:00:00,L011,Airoli,L009,Vashi,D0140,V0296,Completed,105.16,3.46,28,Cash,
T001366,2026-01-16,13:39:00,L011,Airoli,L007,Borivali,D0099,V0271,Completed,107.5,3.76,29,Wallet,
T001367,2026-03-15,09:39:00,L002,Bandra,L012,Ghansoli,D0216,V0131,Completed,144.82,6.22,37,Cash,
T001368,2026-03-06,18:36:00,L003,Powai,L011,Airoli,D0298,V0062,Cancelled,0.0,3.67,21,Cash,Driver unavailable
T001369,2026-01-19,18:08:00,L004,Kurla,L005,Thane,D0058,V0295,Completed,126.98,4.13,23,UPI,
T001370,2026-04-16,07:13:00,L008,Ghatkopar,L003,Powai,D0076,V0064,Completed,166.48,7.75,46,Wallet,
T001371,2026-06-24,09:42:00,L004,Kurla,L011,Airoli,D0075,V0106,Completed,224.12,9.23,53,Cash,
T001372,2026-05-06,15:17:00,L007,Borivali,L001,Andheri,D0130,V0002,Completed,212.96,9.06,41,Wallet,
T001373,2026-03-16,08:07:00,L005,Thane,L003,Powai,D0146,V0144,Completed,216.76,9.12,65,Wallet,
T001374,2026-01-17,17:22:00,L005,Thane,L011,Airoli,D0115,V0231,Completed,93.75,2.22,26,Credit Card,
T001375,2026-02-11,15:28:00,L003,Powai,L001,Andheri,D0121,V0249,Completed,106.59,3.52,36,Cash,
T001376,2026-01-29,09:23:00,L009,Vashi,L005,Thane,D0051,V0140,Completed,170.77,6.72,43,UPI,
T001377,2026-01-17,16:56:00,L002,Bandra,L004,Kurla,D0145,V0130,Completed,305.2,13.12,91,Wallet,
T001378,2026-05-28,19:33:00,L003,Powai,L011,Airoli,D0255,V0271,Completed,514.77,25.61,173,Wallet,
T001379,2026-04-18,16:00:00,L008,Ghatkopar,L004,Kurla,D0096,V0056,Completed,163.48,8.1,57,Credit Card,
T001380,2026-05-31,08:25:00,L011,Airoli,L010,Nerul,D0290,V0289,Completed,194.25,10.63,63,Cash,
T001381,2026-03-25,04:21:00,L006,Dadar,L008,Ghatkopar,D0124,V0273,Completed,74.26,2.0,21,UPI,
T001382,2026-01-27,16:08:00,L004,Kurla,L007,Borivali,D0023,V0105,Completed,183.85,10.44,59,Wallet,
T001383,2026-04-23,18:14:00,L012,Ghansoli,L004,Kurla,D0112,V0190,Completed,377.46,21.44,106,Credit Card,
T001384,2026-06-14,17:28:00,L004,Kurla,L002,Bandra,D0175,V0122,Completed,114.33,3.51,22,Wallet,
T001385,2026-06-11,21:15:00,L001,Andheri,L008,Ghatkopar,D0142,V0278,Completed,132.3,4.24,29,Debit Card,
T001386,2026-02-25,19:56:00,L006,Dadar,L002,Bandra,D0046,V0258,Completed,188.85,11.57,82,Credit Card,
T001387,2026-04-02,19:35:00,L012,Ghansoli,L003,Powai,D0014,V0050,Cancelled,0.0,6.66,50,Cash,Customer cancelled
T001388,2026-03-01,18:46:00,L003,Powai,L004,Kurla,D0108,V0102,Completed,65.6,1.0,20,Wallet,
T001389,2026-02-04,03:46:00,L012,Ghansoli,L004,Kurla,D0188,V0154,Completed,133.08,4.45,27,Cash,
T001390,2026-05-02,12:10:00,L006,Dadar,L001,Andheri,D0273,V0090,Completed,254.76,16.15,106,Cash,
T001391,2026-02-24,06:26:00,L002,Bandra,L007,Borivali,D0118,V0086,Completed,150.88,5.29,40,Wallet,
T001392,2026-06-01,20:58:00,L010,Nerul,L006,Dadar,D0232,V0081,Completed,137.32,5.28,43,Debit Card,
T001393,2026-04-19,08:53:00,L008,Ghatkopar,L005,Thane,D0162,V0134,Completed,200.49,11.09,75,Credit Card,
T001394,2026-04-07,19:29:00,L002,Bandra,L010,Nerul,D0060,V0065,Cancelled,0.0,8.3,48,UPI,Wrong pickup location
T001395,2026-05-03,13:41:00,L010,Nerul,L012,Ghansoli,D0070,V0028,Completed,143.25,5.07,34,Cash,
T001396,2026-01-13,15:38:00,L009,Vashi,L002,Bandra,D0124,V0276,Completed,101.25,4.02,31,Credit Card,
T001397,2026-03-27,16:52:00,L003,Powai,L001,Andheri,D0219,V0252,Completed,634.35,33.22,145,UPI,
T001398,2026-05-13,07:28:00,L002,Bandra,L007,Borivali,D0280,V0042,Completed,302.69,14.48,72,Credit Card,
T001399,2026-01-08,03:00:00,L001,Andheri,L011,Airoli,D0013,V0016,Completed,202.18,9.12,51,UPI,
T001400,2026-06-26,08:51:00,L002,Bandra,L008,Ghatkopar,D0276,V0191,Completed,166.21,9.52,65,Cash,
T001401,2026-04-01,10:43:00,L002,Bandra,L009,Vashi,D0149,V0150,Completed,149.98,5.95,29,Wallet,
T001402,2026-05-19,15:31:00,L009,Vashi,L002,Bandra,D0078,V0090,Completed,200.66,8.23,50,Credit Card,
T001403,2026-04-08,14:32:00,L007,Borivali,L008,Ghatkopar,D0014,V0023,Completed,154.78,5.49,28,Debit Card,
T001404,2026-03-30,17:05:00,L006,Dadar,L012,Ghansoli,D0265,V0141,Completed,92.2,3.25,29,Debit Card,
T001405,2026-02-08,19:32:00,L004,Kurla,L006,Dadar,D0190,V0026,Completed,176.77,8.45,64,UPI,
T001406,2026-05-22,18:40:00,L008,Ghatkopar,L001,Andheri,D0209,V0107,Completed,134.8,5.15,41,Wallet,
T001407,2026-04-01,19:01:00,L010,Nerul,L011,Airoli,D0270,V0095,Completed,220.16,8.76,37,Debit Card,
T001408,2026-03-06,19:07:00,L009,Vashi,L012,Ghansoli,D0003,V0134,Completed,182.72,9.89,57,Debit Card,
T001409,2026-05-08,20:15:00,L009,Vashi,L004,Kurla,D0194,V0097,Completed,176.42,9.07,42,UPI,
T001410,2026-02-06,18:39:00,L011,Airoli,L005,Thane,D0088,V0268,Completed,96.24,3.03,26,Cash,
T001411,2026-01-06,09:26:00,L012,Ghansoli,L003,Powai,D0189,V0271,Completed,109.87,4.73,27,UPI,
T001412,2026-04-10,10:40:00,L007,Borivali,L003,Powai,D0182,V0192,Completed,120.43,5.22,37,Cash,
T001413,2026-06-22,12:34:00,L011,Airoli,L003,Powai,D0151,V0099,Cancelled,0.0,12.4,82,Debit Card,Driver cancelled
T001414,2026-03-20,13:17:00,L005,Thane,L009,Vashi,D0295,V0272,Completed,263.8,11.98,83,Credit Card,
T001415,2026-03-03,16:32:00,L009,Vashi,L003,Powai,D0142,V0170,Completed,118.83,3.69,28,UPI,
T001416,2026-06-22,18:02:00,L005,Thane,L011,Airoli,D0030,V0150,Completed,92.87,2.17,22,Credit Card,
T001417,2026-02-19,19:16:00,L010,Nerul,L006,Dadar,D0063,V0203,Completed,385.31,26.36,162,Wallet,
T001418,2026-04-27,16:46:00,L002,Bandra,L009,Vashi,D0025,V0102,Completed,169.95,8.83,48,Cash,
T001419,2026-02-04,13:20:00,L004,Kurla,L001,Andheri,D0209,V0018,Completed,84.55,1.91,26,Debit Card,
T001420,2026-03-25,23:06:00,L008,Ghatkopar,L009,Vashi,D0209,V0283,Completed,100.64,4.19,26,Cash,
T001421,2026-02-23,19:51:00,L001,Andheri,L010,Nerul,D0055,V0172,Completed,288.25,12.74,56,Wallet,
T001422,2026-01-04,09:24:00,L006,Dadar,L008,Ghatkopar,D0255,V0136,Completed,341.16,22.47,148,Debit Card,
T001423,2026-01-01,20:43:00,L004,Kurla,L007,Borivali,D0189,V0178,Completed,389.79,20.19,83,UPI,
T001424,2026-05-15,17:36:00,L005,Thane,L002,Bandra,D0277,V0150,Completed,176.5,8.58,52,UPI,
T001425,2026-05-31,07:26:00,L004,Kurla,L003,Powai,D0081,V0111,Completed,141.18,6.55,39,Credit Card,
T001426,2026-03-27,11:04:00,L002,Bandra,L005,Thane,D0019,V0151,Completed,102.0,2.79,19,UPI,
T001427,2026-03-28,09:59:00,L007,Borivali,L012,Ghansoli,D0024,V0266,Completed,157.11,6.95,34,UPI,
T001428,2026-01-11,21:55:00,L001,Andheri,L009,Vashi,D0105,V0185,Completed,107.86,3.12,25,UPI,
T001429,2026-04-09,07:29:00,L002,Bandra,L006,Dadar,D0109,V0052,Cancelled,0.0,4.77,37,Credit Card,Driver unavailable
T001430,2026-04-21,15:11:00,L007,Borivali,L010,Nerul,D0056,V0249,Completed,248.29,11.56,70,Cash,
T001431,2026-06-09,08:33:00,L005,Thane,L012,Ghansoli,D0021,V0060,Completed,150.38,5.47,39,Debit Card,
T001432,2026-02-19,11:15:00,L008,Ghatkopar,L011,Airoli,D0282,V0271,Completed,139.24,5.2,27,Wallet,
T001433,2026-02-01,05:42:00,L006,Dadar,L008,Ghatkopar,D0010,V0025,Completed,161.26,6.3,55,Credit Card,
T001434,2026-03-15,16:59:00,L001,Andheri,L012,Ghansoli,D0232,V0131,Completed,558.12,28.79,129,Wallet,
T001435,2026-06-10,13:39:00,L010,Nerul,L007,Borivali,D0152,V0283,Completed,94.09,2.53,30,Debit Card,
T001436,2026-01-23,20:18:00,L003,Powai,L009,Vashi,D0188,V0297,Completed,155.01,7.97,59,Wallet,
T001437,2026-01-27,10:49:00,L009,Vashi,L005,Thane,D0292,V0100,Cancelled,0.0,19.07,124,Cash,Long waiting time
T001438,2026-02-06,19:27:00,L007,Borivali,L010,Nerul,D0287,V0029,Completed,149.12,6.28,48,Debit Card,
T001439,2026-06-13,07:48:00,L007,Borivali,L001,Andheri,D0227,V0090,Completed,281.09,14.3,71,Cash,
T001440,2026-03-25,18:38:00,L006,Dadar,L011,Airoli,D0125,V0267,Completed,88.12,2.04,18,Credit Card,
T001441,2026-01-01,20:26:00,L011,Airoli,L002,Bandra,D0073,V0290,Completed,153.43,5.61,38,Cash,
T001442,2026-04-14,17:22:00,L009,Vashi,L011,Airoli,D0076,V0223,Completed,101.35,3.41,26,Debit Card,
T001443,2026-03-30,13:04:00,L004,Kurla,L001,Andheri,D0288,V0247,Completed,168.73,6.23,39,Cash,
T001444,2026-05-16,10:21:00,L002,Bandra,L005,Thane,D0099,V0137,Completed,166.28,6.33,39,Credit Card,
T001445,2026-05-11,09:57:00,L001,Andheri,L003,Powai,D0245,V0115,Completed,155.38,6.81,50,Debit Card,
T001446,2026-04-10,05:03:00,L002,Bandra,L007,Borivali,D0258,V0104,Completed,218.66,11.49,77,UPI,
T001447,2026-01-13,21:24:00,L009,Vashi,L001,Andheri,D0143,V0042,Completed,62.43,1.0,15,Debit Card,
T001448,2026-02-15,20:33:00,L004,Kurla,L010,Nerul,D0227,V0211,Completed,105.61,4.04,25,Credit Card,
T001449,2026-03-11,01:31:00,L008,Ghatkopar,L010,Nerul,D0145,V0201,Completed,195.03,7.6,55,Debit Card,
T001450,2026-04-16,18:38:00,L003,Powai,L006,Dadar,D0010,V0285,Completed,68.51,1.04,18,Debit Card,
T001451,2026-04-09,21:10:00,L010,Nerul,L012,Ghansoli,D0035,V0135,Completed,212.19,9.97,78,UPI,
T001452,2026-02-19,08:29:00,L004,Kurla,L002,Bandra,D0068,V0161,Completed,108.74,3.98,33,Debit Card,
T001453,2026-01-28,14:59:00,L002,Bandra,L008,Ghatkopar,D0006,V0105,Completed,149.14,5.69,42,UPI,
T001454,2026-06-04,07:24:00,L002,Bandra,L004,Kurla,D0217,V0122,Completed,204.49,11.83,86,Debit Card,
T001455,2026-05-20,16:22:00,L007,Borivali,L002,Bandra,D0098,V0112,Completed,261.58,14.72,104,Credit Card,
T001456,2026-06-01,05:10:00,L010,Nerul,L006,Dadar,D0025,V0073,Completed,251.21,10.17,50,UPI,
T001457,2026-04-21,09:03:00,L004,Kurla,L008,Ghatkopar,D0105,V0129,Completed,81.65,2.46,25,Cash,
T001458,2026-04-29,18:31:00,L011,Airoli,L009,Vashi,D0088,V0096,Completed,175.34,9.84,74,Debit Card,
T001459,2026-05-31,16:11:00,L002,Bandra,L011,Airoli,D0100,V0134,Completed,220.44,10.28,73,Credit Card,
T001460,2026-05-06,19:43:00,L010,Nerul,L008,Ghatkopar,D0120,V0219,Completed,175.08,8.97,51,UPI,
T001461,2026-05-12,08:43:00,L006,Dadar,L007,Borivali,D0015,V0174,Completed,309.23,16.26,99,Wallet,
T001462,2026-05-20,18:27:00,L007,Borivali,L011,Airoli,D0061,V0233,Completed,146.38,6.94,38,Debit Card,
T001463,2026-05-13,19:09:00,L001,Andheri,L006,Dadar,D0002,V0193,Completed,263.35,15.87,67,Credit Card,
T001464,2026-03-25,18:05:00,L007,Borivali,L011,Airoli,D0188,V0008,Completed,358.04,15.8,93,Credit Card,
T001465,2026-04-14,16:46:00,L002,Bandra,L009,Vashi,D0090,V0038,Cancelled,0.0,10.47,55,Debit Card,Wrong pickup location
T001466,2026-01-11,16:34:00,L011,Airoli,L005,Thane,D0121,V0221,Completed,202.69,8.06,54,Cash,
T001467,2026-02-02,20:02:00,L006,Dadar,L001,Andheri,D0118,V0278,Completed,194.69,9.01,60,Credit Card,
T001468,2026-06-15,07:56:00,L010,Nerul,L006,Dadar,D0263,V0284,Completed,323.32,18.5,110,Wallet,
T001469,2026-05-10,14:51:00,L001,Andheri,L012,Ghansoli,D0226,V0047,Completed,249.45,13.11,66,Debit Card,
T001470,2026-05-03,08:49:00,L011,Airoli,L003,Powai,D0014,V0232,Completed,84.27,2.74,30,Debit Card,
T001471,2026-05-07,17:31:00,L007,Borivali,L009,Vashi,D0077,V0295,Cancelled,0.0,8.63,50,Cash,Long waiting time
T001472,2026-05-13,16:31:00,L012,Ghansoli,L001,Andheri,D0273,V0163,Completed,93.98,3.26,26,Cash,
T001473,2026-04-05,05:17:00,L001,Andheri,L011,Airoli,D0185,V0200,Completed,110.73,3.88,36,UPI,
T001474,2026-01-08,18:10:00,L005,Thane,L009,Vashi,D0091,V0176,Completed,145.81,4.92,28,Debit Card,
T001475,2026-04-28,17:12:00,L003,Powai,L006,Dadar,D0151,V0096,Completed,82.32,1.85,17,Wallet,
T001476,2026-03-10,19:53:00,L004,Kurla,L009,Vashi,D0294,V0053,Completed,103.83,3.08,18,Credit Card,
T001477,2026-02-17,16:21:00,L012,Ghansoli,L008,Ghatkopar,D0092,V0176,Completed,306.16,16.82,115,Wallet,
T001478,2026-02-26,20:14:00,L006,Dadar,L009,Vashi,D0190,V0053,Completed,99.73,3.87,38,Debit Card,
T001479,2026-04-05,12:41:00,L008,Ghatkopar,L009,Vashi,D0135,V0198,Cancelled,0.0,11.53,65,Debit Card,Long waiting time
T001480,2026-03-08,08:12:00,L005,Thane,L011,Airoli,D0062,V0263,Completed,192.71,7.39,34,Wallet,
T001481,2026-05-04,08:12:00,L009,Vashi,L012,Ghansoli,D0171,V0298,Completed,228.67,9.55,62,Cash,
T001482,2026-04-11,10:20:00,L005,Thane,L008,Ghatkopar,D0056,V0168,Completed,225.28,9.83,48,Credit Card,
T001483,2026-06-08,20:52:00,L007,Borivali,L008,Ghatkopar,D0269,V0050,Completed,86.73,2.97,24,Wallet,
T001484,2026-03-10,22:09:00,L012,Ghansoli,L011,Airoli,D0056,V0146,Cancelled,0.0,11.49,73,Cash,Driver cancelled
T001485,2026-04-09,17:07:00,L012,Ghansoli,L010,Nerul,D0269,V0243,Completed,90.28,2.23,19,UPI,
T001486,2026-03-11,12:15:00,L009,Vashi,L006,Dadar,D0206,V0084,Cancelled,0.0,3.74,37,Debit Card,Driver cancelled
T001487,2026-01-15,22:55:00,L010,Nerul,L009,Vashi,D0213,V0231,Completed,177.52,9.73,49,Credit Card,
T001488,2026-05-11,11:47:00,L011,Airoli,L005,Thane,D0278,V0174,Completed,101.44,2.8,23,Credit Card,
T001489,2026-06-07,10:32:00,L003,Powai,L005,Thane,D0061,V0043,Completed,62.2,1.0,15,UPI,
